,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
POSITIVE REGULATION OF CARTILAGE DEVELOPMENT,GOBP,GO:0061036,0,0,0,1.618533748,0,0,0,0,0,0,1.328135432,5.982953031,1.976852469,0
TRACHEA DEVELOPMENT,GOBP,GO:0060438,0,0,0,0,0,0,0,0,2.251352048,1.306600232,0,4.931098753,2.646456255,0
TRANSFERRIN TRANSPORT,GOBP,GO:0033572,0,0,0,0,0,0,0,0,2.97906438,0,0,8.946423367,2.615740944,2.340344818
LUNG EPITHELIAL CELL DIFFERENTIATION,GOBP,GO:0060487,2.787761388,0,0,1.665446216,2.418347933,1.433837733,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF CELL PROJECTION ORGANIZATION,GOBP,GO:0031345,0,0,0,0,0,0,0,0,7.077103325,0,2.226275743,13.19890684,1.61962354,0
HOMEOSTASIS OF NUMBER OF CELLS,GOBP,GO:0048872,0,0,0,0,0,0,0,0,5.399337994,0,2.40586113,6.900040482,4.49807426,0
PRE-REPLICATIVE COMPLEX ASSEMBLY,GOBP,GO:0036388,0,0,0,0,0,0,0,0,1.861798498,0,0,2.76395581,1.709798183,1.463908985
SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE,GOBP,GO:0042770,0,0,0,0,0,0,0,1.801112288,0,0,0,5.56040823,1.688438254,1.402555343
REGULATION OF CATION TRANSMEMBRANE TRANSPORT,GOBP,GO:1904062,0,0,0,0,0,0,0,0,4.855582949,0,0,11.43569573,1.929185882,1.728025662
POSITIVE REGULATION OF GLIAL CELL PROLIFERATION,GOBP,GO:0060252,1.619883726,0,1.55407634,0,0,0,0,0,0,0,0,2.109285884,0,1.446087672
NEGATIVE REGULATION OF NEURON APOPTOTIC PROCESS,GOBP,GO:0043524,0,0,0,0,0,0,0,0,5.877302774,0,1.654654107,8.431472446,3.568151612,0
STIMULATORY C-TYPE LECTIN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002223,0,0,2.67808217,0,0,0,0,0,2.446931948,0,1.31485389,5.85247655,0,0
CELLULAR RESPONSE TO EXOGENOUS DSRNA,GOBP,GO:0071360,0,0,0,0,0,0,0,0,2.179188864,0,0,1.919240122,2.572352198,3.508682037
FOREBRAIN NEURON DIFFERENTIATION,GOBP,GO:0021879,0,1.886512022,0,0,0,2.149461484,0,0,1.601100426,0,0,1.819165091,0,0
NEGATIVE REGULATION OF PROTEIN SECRETION,GOBP,GO:0050709,0,0,0,0,0,0,0,0,2.00322719,0,2.236001645,3.038625907,2.590548327,0
POSITIVE REGULATION OF DNA METABOLIC PROCESS,GOBP,GO:0051054,0,0,0,0,0,0,0,0,1.390791981,0,0,9.079011675,1.8179844,7.412077703
HINDBRAIN DEVELOPMENT,GOBP,GO:0030902,0,0,0,0,0,0,0,0,4.346865743,0,1.617828794,6.337322129,2.225333664,0
REGULATION OF LIPID TRANSPORT,GOBP,GO:0032368,0,0,0,0,0,0,0,0,3.456210626,0,0,5.380052877,4.610624705,2.652029855
RESPONSE TO CHOLESTEROL,GOBP,GO:0070723,0,0,1.952367048,0,0,0,0,0,1.731756648,0,2.442935103,2.756193577,0,0
MAMMARY GLAND MORPHOGENESIS,GOBP,GO:0060443,1.765725065,0,1.665966773,0,0,0,0,0,5.87221352,0,0,5.664240662,0,0
LEUKOCYTE PROLIFERATION,GOBP,GO:0070661,0,0,0,0,0,0,0,0,3.070136162,0,1.621259678,5.453390706,2.491751661,0
REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0010640,0,0,0,0,0,0,0,0,4.025704169,0,0,3.168809944,7.492326676,4.326339183
POSITIVE REGULATION OF PROTEIN BINDING,GOBP,GO:0032092,0,0,0,0,0,0,0,0,4.881575055,1.59589297,0,11.61813692,0,1.689797468
REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS,GOBP,GO:2000351,0,1.57206903,0,0,0,0,0,0,3.177932367,0,0,4.506717018,1.373980943,0
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY,GOBP,GO:0090090,0,0,0,0,0,0,0,0,2.280289748,0,2.896819223,8.81539535,5.346781318,0
NEGATIVE REGULATION OF CHEMOTAXIS,GOBP,GO:0050922,0,0,0,0,0,0,0,0,5.429580393,1.903341684,0,5.30189526,3.561590016,0
ANATOMICAL STRUCTURE HOMEOSTASIS,GOBP,GO:0060249,0,0,0,0,0,0,0,0,1.466120676,0,0,9.823631579,4.555094917,5.726422905
RESPONSE TO FATTY ACID,GOBP,GO:0070542,0,0,0,0,0,0,0,0,4.834963835,0,2.468719435,4.02953054,2.666727552,0
REGULATION OF CARDIOCYTE DIFFERENTIATION,GOBP,GO:1905207,0,0,0,0,0,0,0,0,3.177932367,0,2.55358007,6.104622052,2.129398233,0
INTERACTION WITH HOST,GOBP,GO:0051701,0,0,0,0,0,0,0,0,2.719729879,0,0,4.804269649,4.557159926,3.230134214
REGULATION OF PROTEIN MODIFICATION BY SMALL PROTEIN CONJUGATION OR REMOVAL,GOBP,GO:1903320,0,0,0,0,0,0,0,0,2.63329058,0,2.62237249,7.662206152,1.443170393,0
IMMUNE RESPONSE-REGULATING CELL SURFACE RECEPTOR SIGNALING PATHWAY,GOBP,GO:0002768,0,0,0,0,0,0,0,0,6.561109017,0,0,10.6380934,1.681559842,2.335832001
ACTIN FILAMENT-BASED MOVEMENT,GOBP,GO:0030048,0,0,0,0,0,0,0,0,4.216166099,0,2.503290799,6.156541664,0,2.72004814
MALE SEX DIFFERENTIATION,GOBP,GO:0046661,0,0,0,1.627752205,0,1.637310468,0,0,0,0,0,2.813846827,3.923163917,0
NEGATIVE REGULATION OF AMYLOID-BETA FORMATION,GOBP,GO:1902430,0,0,0,0,1.747004674,0,0,0,0,0,0,3.69588689,1.491455833,1.351268368
POSITIVE REGULATION OF MUSCLE ORGAN DEVELOPMENT,GOBP,GO:0048636,0,0,1.345522513,0,0,0,0,0,5.059795109,0,3.970222405,4.111227141,0,0
CELLULAR RESPONSE TO HEPATOCYTE GROWTH FACTOR STIMULUS,GOBP,GO:0035729,0,0,0,0,0,0,0,0,2.411789313,0,1.8680128,2.216368372,4.137306595,0
CELLULAR RESPONSE TO AMINO ACID STARVATION,GOBP,GO:0034198,0,0,0,0,0,0,0,0,1.511793201,0,0,5.573369746,2.77512714,2.393545458
POSITIVE REGULATION OF LYMPHOCYTE ACTIVATION,GOBP,GO:0051251,0,0,0,0,0,0,0,0,4.652741363,0,3.81461122,3.117175903,1.834383861,0
PURINE NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0009145,0,0,0,0,0,0,0,0,3.302558903,0,0,6.664611765,4.259714439,7.24023198
NEGATIVE REGULATION OF DEVELOPMENTAL GROWTH,GOBP,GO:0048640,0,0,0,0,0,0,0,0,7.32146512,1.431410755,0,8.792389772,3.664725085,0
NEGATIVE REGULATION OF BMP SIGNALING PATHWAY,GOBP,GO:0030514,0,0,0,0,0,0,0,0,7.048509697,0,3.054976485,17.05769595,9.672692036,0
APOPTOTIC SIGNALING PATHWAY,GOBP,GO:0097190,0,0,0,0,0,0,0,0,3.920127596,0,5.213953591,14.35148031,6.382916008,0
SUBSTRATE ADHESION-DEPENDENT CELL SPREADING,GOBP,GO:0034446,0,0,0,0,0,0,0,0,3.68053403,0,0,2.673690552,4.559012608,1.672817909
CARDIAC VENTRICLE MORPHOGENESIS,GOBP,GO:0003208,0,0,0,3.841064547,0,0,0,0,4.730821671,0,3.749630039,3.119339966,0,0
REGULATION OF CHLORIDE TRANSPORT,GOBP,GO:2001225,0,0,0,0,0,0,0,0,2.955329508,1.532623908,0,1.903461208,0,1.839772705
INDUCTION OF POSITIVE CHEMOTAXIS,GOBP,GO:0050930,0,0,0,0,0,0,0,0,0,1.389026331,1.926744953,5.625001163,1.699137862,0
REGULATION OF LAMELLIPODIUM ORGANIZATION,GOBP,GO:1902743,1.958410908,0,1.406802353,0,0,0,0,0,0,0,1.612168848,4.99546386,0,0
POSITIVE REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,GOBP,GO:0043552,0,0,1.464281186,0,0,0,0,0,4.151234448,0,2.147750412,4.504711905,0,0
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS,GOBP,GO:1903428,0,0,1.592580591,0,0,0,0,0,2.414716618,0,0,1.444939292,0,1.898014115
POSITIVE REGULATION OF MACROPHAGE DIFFERENTIATION,GOBP,GO:0045651,0,0,0,0,0,0,0,0,1.382635075,1.359694994,1.8680128,2.216368372,0,0
REGULATION OF RENAL SYSTEM PROCESS,GOBP,GO:0098801,0,0,0,0,0,0,0,0,2.302855191,0,0,3.771912304,1.859209895,1.656139971
RIBONUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS,GOBP,GO:0009185,0,0,0,0,0,0,0,0,0,0,1.38178544,4.041673364,5.134297958,4.578837992
NEGATIVE REGULATION OF KIDNEY DEVELOPMENT,GOBP,GO:0090185,0,0,0,2.153316634,0,0,0,0,0,1.389026331,0,1.488262043,1.699137862,0
PROTON TRANSMEMBRANE TRANSPORT,GOBP,GO:1902600,0,0,0,0,0,0,0,0,2.452941341,0,0,6.16393398,4.126012722,2.305404678
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT,GOBP,GO:0046822,0,0,0,0,0,0,0,0,3.368076107,0,0,10.23550045,2.901752272,6.248744384
POSITIVE REGULATION OF T CELL PROLIFERATION,GOBP,GO:0042102,0,0,0,0,0,0,0,0,2.244267553,1.463066783,2.184789154,0,1.705478546,0
CELL CHEMOTAXIS,GOBP,GO:0060326,0,0,1.560077936,0,0,0,0,0,7.754791587,0,0,3.169639102,1.83844279,0
NEGATIVE REGULATION OF LEUKOCYTE MIGRATION,GOBP,GO:0002686,0,0,0,0,0,0,0,0,1.883791242,0,1.858864768,2.920511501,1.544708827,0
DNA DUPLEX UNWINDING,GOBP,GO:0032508,0,0,0,0,0,0,0,0,2.084089665,0,2.061055026,5.184042096,0,15.25936835
REGULATION OF INTRACELLULAR PH,GOBP,GO:0051453,0,0,0,0,0,0,0,0,1.360014948,0,0,7.054700866,3.308806864,2.859151795
REGULATION OF PROSTAGLANDIN BIOSYNTHETIC PROCESS,GOBP,GO:0031392,0,0,1.466857121,0,0,0,0,0,1.719477409,1.532623908,0,0,0,3.139497865
REGULATION OF MONONUCLEAR CELL MIGRATION,GOBP,GO:0071675,0,2.07222726,0,0,0,0,0,0,0,0,0,1.95811684,3.980716406,1.898014115
MONOVALENT INORGANIC CATION HOMEOSTASIS,GOBP,GO:0055067,0,0,0,0,0,0,0,0,1.822403881,0,0,10.18651523,5.43168918,2.179316037
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS,GOBP,GO:0009260,0,0,0,0,0,0,0,0,4.469520464,0,0,9.778062596,4.08618979,11.3613374
PROGRAMMED NECROTIC CELL DEATH,GOBP,GO:0097300,0,2.425706083,0,0,0,0,0,0,1.565930623,0,0,5.827371416,1.936122699,0
REGULATION OF AUTOPHAGY OF MITOCHONDRION,GOBP,GO:1903146,0,0,0,0,0,0,0,0,3.547872002,0,0,2.278382844,2.369126718,1.351129784
SOMITE DEVELOPMENT,GOBP,GO:0061053,0,0,0,1.918489331,0,0,0,0,2.19778447,0,0,0,1.490111228,1.840202007
CENTROSOME CYCLE,GOBP,GO:0007098,0,0,0,0,0,2.179180152,0,0,0,0,2.381990928,2.260158738,0,2.191778328
NEGATIVE REGULATION OF MACROPHAGE DERIVED FOAM CELL DIFFERENTIATION,GOBP,GO:0010745,0,0,0,0,0,0,0,0,1.499311585,0,0,2.461375853,3.002250016,1.617071875
REGULATION OF ACTIN CYTOSKELETON REORGANIZATION,GOBP,GO:2000249,0,0,1.608264586,0,0,0,0,0,2.818442551,0,0,3.144020561,1.62880929,0
G1/S TRANSITION OF MITOTIC CELL CYCLE,GOBP,GO:0000082,0,0,0,0,0,0,0,0,3.496150202,0,1.50426216,2.768198653,0,1.402555343
VENTRICULAR SEPTUM MORPHOGENESIS,GOBP,GO:0060412,0,0,0,0,0,2.520308132,0,0,1.332230992,0,0,3.30668457,1.689303595,0
MYELINATION IN PERIPHERAL NERVOUS SYSTEM,GOBP,GO:0022011,0,1.705867847,0,0,0,0,1.784962095,0,2.704385336,0,0,1.426315884,0,0
PRODUCTION OF MOLECULAR MEDIATOR INVOLVED IN INFLAMMATORY RESPONSE,GOBP,GO:0002532,1.30243574,0,2.014939534,0,0,0,1.475799272,0,0,0,2.059400681,0,0,0
REGULATION OF TRANSCRIPTION REGULATORY REGION DNA BINDING,GOBP,GO:2000677,0,0,0,1.703344458,1.701605843,0,0,0,3.226687886,0,0,3.168548079,0,0
REGULATION OF CELL PROLIFERATION INVOLVED IN HEART MORPHOGENESIS,GOBP,GO:2000136,0,0,0,0,0,1.691602583,0,0,0,0,1.813433192,4.022379426,1.587994202,0
RESPONSE TO ANTINEOPLASTIC AGENT,GOBP,GO:0097327,0,0,0,0,0,0,0,0,0,0,2.280120993,8.858572383,6.600694489,3.422995921
NEGATIVE REGULATION OF AUTOPHAGOSOME ASSEMBLY,GOBP,GO:1902902,0,0,0,0,0,2.755476661,0,0,0,0,0,2.333175047,1.699137862,1.555501352
PURINE RIBONUCLEOSIDE TRIPHOSPHATE METABOLIC PROCESS,GOBP,GO:0009205,0,0,0,0,0,0,0,0,2.269362187,0,0,6.86696911,4.035375709,4.403261401
RESPONSE TO IONIZING RADIATION,GOBP,GO:0010212,0,0,0,0,0,1.47868943,0,0,0,0,0,4.380007746,1.593019416,5.514177571
NEGATIVE REGULATION OF PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0010642,0,0,0,0,0,0,0,0,2.706227789,0,0,3.675640421,3.111096056,4.260801174
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO MEMBRANE,GOBP,GO:1905477,0,0,0,0,0,0,0,0,4.677464631,0,2.381160477,15.17419601,1.820924099,0
RESPONSE TO LIGHT STIMULUS,GOBP,GO:0009416,0,0,0,0,0,0,0,0,0,0,1.505512923,3.590499167,1.622906461,1.867175436
RESPONSE TO INTERLEUKIN-6,GOBP,GO:0070741,1.827144878,0,0,0,0,0,1.620806588,0,0,0,0,3.30668457,3.560029186,0
STRIATED MUSCLE CELL DIFFERENTIATION,GOBP,GO:0051146,0,0,0,0,1.352016009,0,0,1.510147668,0,0,1.593834204,4.000300875,0,0
POSITIVE REGULATION OF STRIATED MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0045844,0,0,1.345522513,0,0,0,0,0,5.059795109,0,3.970222405,4.111227141,0,0
SUPEROXIDE ANION GENERATION,GOBP,GO:0042554,0,0,1.463514389,0,0,0,0,0,3.369896562,0,1.762484448,0,0,1.397079872
RESPONSE TO HEPATOCYTE GROWTH FACTOR,GOBP,GO:0035728,0,0,0,0,0,0,0,0,3.369896562,0,1.762484448,2.010600597,3.906721229,0
ADULT BEHAVIOR,GOBP,GO:0030534,0,0,0,0,0,0,0,0,1.804571172,0,1.842323626,2.075761572,1.390094025,0
POSITIVE REGULATION OF INSULIN RECEPTOR SIGNALING PATHWAY,GOBP,GO:0046628,0,0,0,0,0,0,0,0,1.877628924,0,5.173886089,4.92341071,0,2.049368004
REGULATION OF T CELL RECEPTOR SIGNALING PATHWAY,GOBP,GO:0050856,0,0,0,0,0,0,0,0,3.667540174,0,0,4.581516997,2.446459749,6.167443387
MESENCHYME MORPHOGENESIS,GOBP,GO:0072132,0,0,0,1.613961109,0,0,0,0,2.337636057,0,0,6.848110284,1.352050393,0
SPINDLE LOCALIZATION,GOBP,GO:0051653,0,0,0,0,1.488271643,0,0,0,2.22897949,1.963825406,0,4.904677093,0,0
CAMERA-TYPE EYE MORPHOGENESIS,GOBP,GO:0048593,0,0,0,0,0,0,0,0,1.999063278,1.379193535,1.994922051,4.950255325,0,0
PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS,GOBP,GO:0072522,0,0,0,0,0,0,0,0,4.272312334,0,0,7.583810581,4.563387811,10.16969833
FERRIC IRON TRANSPORT,GOBP,GO:0015682,0,0,0,0,0,0,0,0,2.97906438,0,0,8.946423367,2.615740944,2.340344818
REGULATION OF TRANSCRIPTION FROM RNA POLYMERASE II PROMOTER IN RESPONSE TO STRESS,GOBP,GO:0043618,0,0,0,0,0,0,0,0,2.567108398,0,0,6.173287437,6.7994425,2.964349378
MAINTENANCE OF PROTEIN LOCATION IN CELL,GOBP,GO:0032507,0,0,0,0,0,1.574444249,0,0,2.602642899,0,0,1.816562725,0,1.506955329
RESPONSE TO CADMIUM ION,GOBP,GO:0046686,0,0,0,0,0,0,1.761974579,0,1.861798498,0,0,3.346925002,2.438655073,0
TUMOR NECROSIS FACTOR-MEDIATED SIGNALING PATHWAY,GOBP,GO:0033209,0,0,0,0,0,0,0,0,2.789758112,0,0,11.33195221,5.346430015,2.607921148
BRANCHING INVOLVED IN BLOOD VESSEL MORPHOGENESIS,GOBP,GO:0001569,0,0,0,0,0,0,0,0,4.579407549,2.504894438,0,2.580549944,2.019245212,0
CELLULAR RESPONSE TO CADMIUM ION,GOBP,GO:0071276,0,0,0,0,0,0,1.880175934,0,2.672167253,0,0,2.920511501,2.369126718,0
POSITIVE REGULATION OF ENDOTHELIAL CELL CHEMOTAXIS,GOBP,GO:2001028,0,0,0,0,0,0,0,0,3.596283866,4.954698058,0,4.207142064,4.137306595,0
POSITIVE REGULATION OF T CELL ACTIVATION,GOBP,GO:0050870,0,0,0,0,0,0,0,0,6.009709794,1.602956235,3.615819282,2.186213399,0,0
RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0009156,0,0,0,0,0,0,0,0,1.978488894,0,0,7.423626945,5.006294815,4.347975346
HYALURONAN CATABOLIC PROCESS,GOBP,GO:0030214,1.443719379,0,2.048344944,0,0,1.513052958,0,0,0,0,0,1.919240122,0,0
REGULATION OF NEUROINFLAMMATORY RESPONSE,GOBP,GO:0150077,0,1.629107428,1.994640841,0,0,0,0,0,1.458288719,2.363898737,0,0,0,0
POSITIVE REGULATION OF KERATINOCYTE PROLIFERATION,GOBP,GO:0010838,0,0,0,0,0,0,0,0,0,1.389026331,1.926744953,1.488262043,1.699137862,0
REGULATION OF ADAPTIVE IMMUNE RESPONSE BASED ON SOMATIC RECOMBINATION OF IMMUNE RECEPTORS BUILT FROM IMMUNOGLOBULIN SUPERFAMILY DOMAINS,GOBP,GO:0002822,0,0,0,0,0,0,0,0,3.18494164,0,1.397707243,2.166789325,0,2.013401043
NEGATIVE REGULATION OF AXONOGENESIS,GOBP,GO:0050771,0,1.440692672,0,0,0,0,0,0,4.783150367,0,0,4.423025013,1.645417277,0
NEGATIVE REGULATION OF PROTEIN COMPLEX DISASSEMBLY,GOBP,GO:0043242,1.834439461,1.578327144,0,0,0,1.581783409,0,0,0,0,0,2.384318011,0,0
CARDIAC MUSCLE TISSUE MORPHOGENESIS,GOBP,GO:0055008,0,0,0,2.894675068,0,0,0,0,4.558505523,0,3.258621221,3.283520335,0,0
RESPONSE TO NITRIC OXIDE,GOBP,GO:0071731,0,0,0,0,0,0,0,0,3.17312437,0,0,4.557186118,1.447627887,1.308295841
REGULATION OF GASTRULATION,GOBP,GO:0010470,0,2.212357533,0,2.188310012,0,1.815165304,0,0,0,0,0,3.144020561,0,0
POSITIVE REGULATION OF TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER,GOBP,GO:0060261,0,0,0,0,0,0,0,0,0,0,1.384616016,1.31905424,2.063427153,1.855537309
REGULATION OF CARBOHYDRATE BIOSYNTHETIC PROCESS,GOBP,GO:0043255,0,0,0,0,0,0,0,0,2.977538283,1.496183184,2.260554528,5.25370766,0,0
NEGATIVE REGULATION OF MUSCLE TISSUE DEVELOPMENT,GOBP,GO:1901862,0,0,0,0,0,0,0,0,5.067884559,0,1.703542434,3.857100196,2.161047094,0
POSITIVE REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS,GOBP,GO:1904037,0,0,0,0,0,1.706492098,0,0,1.492787758,0,0,2.275577519,3.867331463,0
AUTOPHAGY,GOBP,GO:0006914,0,0,0,0,0,0,0,0,1.702548759,0,0,4.89177588,1.959903004,2.602804507
MUSCLE TISSUE MORPHOGENESIS,GOBP,GO:0060415,0,0,0,2.92892901,0,0,0,0,4.082329032,0,2.961599944,3.346925002,0,0
OLFACTORY BULB DEVELOPMENT,GOBP,GO:0021772,0,1.408720834,0,0,0,0,0,0,1.604769041,0,1.328135432,2.498964877,0,0
NEGATIVE REGULATION OF I-KAPPAB KINASE/NF-KAPPAB SIGNALING,GOBP,GO:0043124,0,0,0,0,0,0,0,0,2.581569084,2.11974829,0,5.820144099,0,2.02890229
CYCLIC-NUCLEOTIDE-MEDIATED SIGNALING,GOBP,GO:0019935,0,0,0,0,0,0,0,0,1.423547008,0,0,2.779775108,2.732870035,2.227221061
POSITIVE REGULATION OF NEURON MIGRATION,GOBP,GO:2001224,0,1.418686691,0,0,0,0,0,0,1.382635075,1.359694994,0,1.407908195,0,0
POSITIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY VIA DEATH DOMAIN RECEPTORS,GOBP,GO:1902043,0,0,0,1.445564594,1.444659126,0,0,0,0,0,0,1.576391191,3.002250016,0
NEGATIVE REGULATION OF JUN KINASE ACTIVITY,GOBP,GO:0043508,0,0,0,1.359463379,0,1.903869717,0,0,2.501657197,0,4.736544347,0,0,0
NEGATIVE REGULATION OF PROTEIN BINDING,GOBP,GO:0032091,0,0,0,0,0,0,0,0,3.4635056,1.447063615,0,5.495399179,0,1.386764657
PURINE RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0009168,0,0,0,0,0,0,0,0,2.268432864,0,0,5.06306585,4.63254223,4.037413239
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN,GOBP,GO:0002478,0,0,0,0,0,0,0,0,2.246191594,0,0,2.330847747,1.642996197,3.250594595
PHOSPHOLIPID BIOSYNTHETIC PROCESS,GOBP,GO:0008654,0,0,0,0,0,0,0,0,1.99760086,0,1.477576973,3.18024403,1.313578879,0
"REGULATION OF CD8-POSITIVE, ALPHA-BETA T CELL ACTIVATION",GOBP,GO:2001185,0,0,0,0,0,1.433837733,0,1.623034525,2.111565225,0,1.669834797,0,0,0
LYMPH VESSEL DEVELOPMENT,GOBP,GO:0001945,0,0,3.752350593,2.041970386,0,0,0,0,3.9270744,0,0,3.056745654,0,0
NEGATIVE REGULATION OF INTRACELLULAR TRANSPORT,GOBP,GO:0032387,0,0,0,0,0,0,0,0,3.276280898,0,1.364996533,3.973650903,0,1.463908985
REGULATION OF DOPAMINERGIC NEURON DIFFERENTIATION,GOBP,GO:1904338,0,0,0,0,0,1.575907951,0,0,0,1.532623908,0,1.903461208,1.986901638,0
PROTEIN REFOLDING,GOBP,GO:0042026,0,0,0,0,0,0,0,0,3.083723215,0,0,1.75512561,1.406340997,2.222561001
NEGATIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION,GOBP,GO:1902807,0,0,0,0,0,0,0,0,1.593336116,2.44585429,0,1.766678954,0,1.340708593
REGULATION OF G PROTEIN-COUPLED RECEPTOR SIGNALING PATHWAY,GOBP,GO:0008277,0,1.364978007,0,0,0,0,0,0,2.237101087,0,2.020631049,1.63518127,0,0
ENDOTHELIAL CELL DIFFERENTIATION,GOBP,GO:0045446,0,0,0,0,0,0,0,2.056697513,3.267850627,0,0,6.582496566,2.640630399,0
CORONARY VASCULATURE DEVELOPMENT,GOBP,GO:0060976,0,0,0,0,0,2.902808866,0,0,2.768203562,0,2.882259144,3.066939168,0,0
NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0040037,0,0,0,0,0,0,0,0,2.179188864,0,1.714737417,2.754004736,2.572352198,0
CELLULAR RESPONSE TO UNFOLDED PROTEIN,GOBP,GO:0034620,0,0,0,0,0,0,0,0,1.648751169,2.183024547,0,2.604815331,6.03659213,0
FC RECEPTOR SIGNALING PATHWAY,GOBP,GO:0038093,0,0,0,0,0,0,0,0,5.342086023,0,0,13.76630894,1.470696592,1.456251446
TRANSITION METAL ION HOMEOSTASIS,GOBP,GO:0055076,0,0,0,0,0,0,0,0,1.538406775,0,0,2.00180162,1.688058794,1.36542793
REGULATION OF GLOMERULUS DEVELOPMENT,GOBP,GO:0090192,0,0,0,0,0,0,0,0,0,1.389026331,0,3.310511714,1.699137862,1.555501352
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0046390,0,0,0,0,0,0,0,0,4.29637734,0,0,9.957174778,4.585436163,11.04815748
HEMATOPOIETIC STEM CELL DIFFERENTIATION,GOBP,GO:0060218,0,0,0,2.038727081,0,0,0,0,1.382635075,0,0,1.407908195,1.641491093,0
SKIN EPIDERMIS DEVELOPMENT,GOBP,GO:0098773,0,0,0,0,0,0,0,0,3.681518087,1.688843098,0,1.866474476,2.198404215,0
ESTABLISHMENT OF SPINDLE LOCALIZATION,GOBP,GO:0051293,0,0,0,0,1.701605843,0,0,0,2.414716618,2.046636619,0,3.168548079,0,0
"REGULATION OF DNA-TEMPLATED TRANSCRIPTION, INITIATION",GOBP,GO:2000142,0,0,0,0,0,0,0,0,1.433357142,0,1.734883448,2.915787102,1.971051855,0
CEREBRAL CORTEX DEVELOPMENT,GOBP,GO:0021987,0,1.772510061,0,0,0,0,0,0,1.978488894,0,1.978869035,1.951058206,0,0
RESPONSE TO OSMOTIC STRESS,GOBP,GO:0006970,0,0,0,0,0,0,0,1.482881516,0,0,0,4.663740767,4.661632038,1.8865657
EPITHELIAL TUBE BRANCHING INVOLVED IN LUNG MORPHOGENESIS,GOBP,GO:0060441,0,0,0,1.326340231,4.399912389,0,0,0,0,0,0,4.767369424,3.294846539,0
NEGATIVE REGULATION OF ENDOTHELIAL CELL PROLIFERATION,GOBP,GO:0001937,0,1.650422148,0,0,0,0,0,0,2.768203562,0,0,3.066939168,0,3.049653371
NEGATIVE REGULATION OF NEURON DEATH,GOBP,GO:1901215,0,0,0,0,0,0,0,0,5.932759105,0,2.64347334,14.28280169,5.618224598,0
NEPHRON MORPHOGENESIS,GOBP,GO:0072028,0,0,0,2.088515081,0,0,0,0,1.354185174,0,0,1.896611203,1.801705081,0
MOLTING CYCLE PROCESS,GOBP,GO:0022404,0,0,0,0,0,0,0,0,2.936757053,1.688843098,0,1.866474476,2.198404215,0
POSITIVE REGULATION OF LIPID TRANSPORT,GOBP,GO:0032370,0,0,0,0,0,0,0,0,1.617843533,0,0,3.962244069,1.508343511,2.533372266
MORPHOGENESIS OF AN ENDOTHELIUM,GOBP,GO:0003159,0,0,0,0,0,0,0,0,2.706227789,1.454708473,0,1.67367871,0,1.684237518
ESTABLISHMENT OF CELL POLARITY,GOBP,GO:0030010,0,0,0,0,0,0,0,0,2.96688981,1.323916405,0,7.582928087,1.967509461,0
"WNT SIGNALING PATHWAY, CALCIUM MODULATING PATHWAY",GOBP,GO:0007223,0,0,0,0,1.729798806,0,0,1.802419888,1.332230992,0,0,1.961157229,0,0
