,,,ChangCTLvsMDD_ACC_Female,ChangCTLvsMDD_ACC_Male,ChangCTLvsMDD_DLPFC_Female,ChangCTLvsMDD_DLPFC_Male,Female Anterior Insula,Female BA8/9,Female BA11,Female BA25,Female Nac,Female Subic,Male Anterior Insula,Male BA8/9,Male BA11,Male BA25,Male Nac,Male Subic,female_ancg,female_dlpfc,female_nacc,male_ancg,male_dlpfc,male_nacc
POSITIVE REGULATION OF ATPASE ACTIVITY,GOBP,GO:0032781,1.795979904,1.30639677,9.296917742,3.793553388,1.520951275,0,3.436243644,0,2.936395233,0,0,4.391967138,0,2.499034058,1.653164398,1.529063065,1.918734889,0,0,3.24221427,4.05405395,3.019075012
CARDIAC VENTRICLE DEVELOPMENT,GOBP,GO:0003231,1.927823759,1.644948674,2.348197055,1.661467382,0,1.68670509,0,2.182391433,2.682473048,0,0,0,3.545874739,6.845957227,0,0,3.464264938,1.686359018,0,0,0,1.783555067
ERBB2 SIGNALING PATHWAY,GOBP,GO:0038128,7.382231067,0,4.62509084,5.310501019,0,2.505179939,0,0,1.57656667,0,0,4.623299546,1.57656667,7.228887862,0,2.01821287,1.548421526,1.929832066,0,2.617578521,2.125795772,0
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS,GOBP,GO:0071375,5.570300112,11.27134569,29.21610248,7.333439068,2.806332086,4.42359872,4.553376384,1.507631395,0,0,1.362769234,3.749905025,2.882670873,13.47606442,1.669580648,1.45547237,4.88294583,0,0,9.290719957,7.286864586,5.610230018
DEVELOPMENTAL GROWTH INVOLVED IN MORPHOGENESIS,GOBP,GO:0060560,2.037564644,3.837016789,3.688652087,3.86683591,2.796048621,0,0,1.475907533,2.786684337,1.937913094,1.791459051,0,1.981048719,0,0,0,1.929465225,0,0,3.175623405,2.626623741,0
VIRAL TRANSCRIPTION,GOBP,GO:0019083,0,0,0,0,0,0,0,0,0,0,0,2.774169838,0,0,0,0,0,0,0,0,0,2.392586793
REGULATION OF CHROMOSOME SEPARATION,GOBP,GO:1905818,0,0,3.092149708,0,2.347859347,0,1.404638667,0,0,0,1.31493156,0,0,0,1.490425611,0,0,4.486891214,0,0,0,0
POSITIVE REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS,GOBP,GO:1900409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.882473599
REGULATION OF STRIATED MUSCLE CONTRACTION,GOBP,GO:0006942,0,0,2.400380242,0,0,0,0,1.65656388,1.446240743,0,0,2.486561901,0,1.578729785,0,0,0,1.936196436,1.373396569,0,2.987451739,1.501690831
CAMERA-TYPE EYE PHOTORECEPTOR CELL DIFFERENTIATION,GOBP,GO:0060219,0,0,0,2.646665772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.355577108,2.782668877,0
CELLULAR RESPONSE TO DECREASED OXYGEN LEVELS,GOBP,GO:0036294,0,4.665059329,7.584411325,4.021252258,1.892121155,2.675748485,9.595557473,2.048047695,1.721745353,0,0,3.542458699,1.721745353,14.96521752,0,0,0,0,1.49240966,3.721681167,3.102005513,7.398840859
DICARBOXYLIC ACID TRANSPORT,GOBP,GO:0006835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.562767337,1.328329704,0
INTERLEUKIN-7-MEDIATED SIGNALING PATHWAY,GOBP,GO:0038111,0,3.884157668,3.849262677,0,0,0,1.772322254,3.606214058,0,0,0,0,0,0,0,0,3.320312995,0,0,0,0,0
REGULATION OF GAMMA-DELTA T CELL ACTIVATION,GOBP,GO:0046643,1.858625695,0,2.517200915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROTEIN STABILIZATION,GOBP,GO:0050821,0,1.706998422,7.667188607,4.753069063,3.55768207,3.396323041,8.702780035,0,0,0,0,2.285503149,2.37305971,3.482624789,0,1.922229013,4.529755019,0,0,4.386354664,5.231906258,2.427827819
POSITIVE REGULATION OF GLUCOSE METABOLIC PROCESS,GOBP,GO:0010907,3.39459185,2.696427507,0,4.857474274,1.866154067,1.321664532,0,0,0,0,0,0,0,1.839285597,0,0,3.584325784,1.78703132,0,0,0,0
REGULATION OF TAU-PROTEIN KINASE ACTIVITY,GOBP,GO:1902947,0,1.993200633,1.439397574,3.379328166,2.937190943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804520612,0,2.062549023
NEGATIVE REGULATION OF STEM CELL PROLIFERATION,GOBP,GO:2000647,0,0,0,0,0,0,0,0,0,0,0,2.295324466,0,0,0,0,0,0,0,0,2.176860275,2.145958317
NEGATIVE REGULATION OF INTERLEUKIN-1 BETA PRODUCTION,GOBP,GO:0032691,0,0,0,0,0,0,0,3.006919584,1.629093843,1.605433405,0,1.372131732,0,2.201831126,0,0,0,0,0,0,2.204735711,3.222971377
REGULATION OF GRANULOCYTE MACROPHAGE COLONY-STIMULATING FACTOR PRODUCTION,GOBP,GO:0032645,1.54361515,1.674637886,0,0,0,0,0,0,0,2.132386417,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO GLUCOCORTICOID,GOBP,GO:0051384,2.704801818,0,1.441422409,0,2.430177293,1.440538403,0,0,0,2.296502838,0,0,0,2.678070157,0,0,0,0,1.897377268,5.250874642,5.075156313,2.059319898
REGULATION OF SODIUM ION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOBP,GO:2000649,1.901159102,1.383496567,0,0,0,0,1.710978881,0,0,0,0,0,0,1.341345695,0,0,0,0,0,0,2.323180767,1.473804089
VIRAL PROTEIN PROCESSING,GOBP,GO:0019082,1.567050254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOPAMINERGIC NEURON DIFFERENTIATION,GOBP,GO:0071542,0,0,0,0,0,0,0,0,0,0,0,0,1.629093843,1.418925598,0,0,1.600790183,0,0,1.795999454,0,2.160772144
RESPONSE TO UV-B,GOBP,GO:0010224,0,0,0,0,0,0,0,0,0,0,0,0,0,3.259786003,0,0,0,0,0,0,1.772467769,0
RESPONSE TO DIETARY EXCESS,GOBP,GO:0002021,2.194882328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PLASMA MEMBRANE BOUNDED CELL PROJECTION ASSEMBLY,GOBP,GO:0120031,0,1.419056448,5.374610355,0,0,0,0,0,0,0,0,0,0,2.399029134,0,0,0,1.45408075,0,0,1.424624931,0
MODIFICATION BY HOST OF SYMBIONT MORPHOLOGY OR PHYSIOLOGY,GOBP,GO:0051851,0,2.203576244,2.093420217,0,0,2.157901839,0,0,0,0,0,1.900380343,0,1.778048478,0,0,0,0,0,0,1.698563025,1.646805082
REGULATION OF CELL-SUBSTRATE ADHESION,GOBP,GO:0010810,4.189330995,3.009731338,10.95846585,8.010731809,0,3.085011874,0,0,2.14677036,3.427747812,1.66620825,1.520867968,1.559429671,9.089694406,0,4.223076035,1.502891966,1.613628281,0,5.15027757,7.869686817,2.147959445
POSITIVE REGULATION OF PROTEIN AUTOPHOSPHORYLATION,GOBP,GO:0031954,0,3.267114216,6.303761589,2.202838129,0,0,0,0,0,0,3.499117302,2.506055863,1.715567146,4.351715256,0,0,1.687024867,0,0,3.988702069,3.463615024,0
NEGATIVE REGULATION OF VIRAL TRANSCRIPTION,GOBP,GO:0032897,0,0,1.411876393,0,0,0,1.483928885,0,0,0,0,0,0,1.537643247,0,0,0,0,0,1.921384614,0,0
ATTACHMENT OF SPINDLE MICROTUBULES TO KINETOCHORE,GOBP,GO:0008608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.662825027,0,0,0,0
ACYLGLYCEROL METABOLIC PROCESS,GOBP,GO:0006639,0,0,0,0,0,0,0,0,0,0,1.858163057,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF REPRODUCTIVE PROCESS,GOBP,GO:2000243,2.174902581,0,1.840874096,3.310942461,3.465631575,0,0,1.943104766,0,1.691008906,3.368429641,1.366831734,0,3.417739409,0,0,0,0,0,0,0,0
MALE MEIOTIC NUCLEAR DIVISION,GOBP,GO:0007140,0,1.467987592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO RETINOIC ACID,GOBP,GO:0032526,1.532911511,0,0,0,1.90381571,1.819482505,0,0,0,1.994228275,0,0,0,2.36873269,0,0,0,0,0,4.805949446,2.007426541,1.943377991
REGULATION OF MEMBRANE POTENTIAL,GOBP,GO:0042391,0,1.396958586,4.589162106,0,1.840975926,1.372046116,2.25591827,0,0,0,0,2.596032592,0,6.481016052,0,0,0,0,0,1.385771308,5.706861399,0
"DNA DAMAGE RESPONSE, DETECTION OF DNA DAMAGE",GOBP,GO:0042769,0,2.654251655,2.354460367,0,0,0,3.12653256,0,0,0,0,2.053033261,3.598169892,3.419593719,0,0,0,0,0,0,0,0
RHO PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0007266,2.487750033,0,0,1.996759464,0,0,0,0,0,0,1.447154471,0,0,0,0,0,0,0,0,0,1.398110319,2.105385224
REGULATION OF ANIMAL ORGAN MORPHOGENESIS,GOBP,GO:2000027,2.134571144,2.625303315,10.41702562,1.685065836,3.034977577,2.159317986,1.849816593,0,1.907338155,1.849766146,0,4.844265402,2.509506661,7.393396925,0,0,3.070673308,0,0,3.951517285,4.246050268,7.708416523
RESPONSE TO AMPHETAMINE,GOBP,GO:0001975,0,0,0,0,0,0,0,0,0,0,0,2.333399308,0,1.382593607,0,0,0,0,0,0,0,0
CTP BIOSYNTHETIC PROCESS,GOBP,GO:0006241,0,0,0,0,0,0,0,0,0,0,0,0,0,2.338899968,0,0,0,0,0,0,0,0
EMBRYONIC CAMERA-TYPE EYE FORMATION,GOBP,GO:0060900,0,0,0,0,0,0,0,0,0,0,0,0,0,1.53082142,0,0,0,0,0,0,0,0
REGULATION OF DEACETYLASE ACTIVITY,GOBP,GO:0150065,0,0,3.766730805,0,0,0,0,0,0,0,0,2.211305423,0,1.53082142,1.369069922,1.303551519,0,0,0,0,0,2.062549023
RESPONSE TO PLATELET AGGREGATION INHIBITOR,GOBP,GO:0061478,0,0,1.36819058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOCARDIAL CUSHION FORMATION,GOBP,GO:0003272,0,1.378851727,0,1.386718776,2.290277944,0,0,0,1.848788225,1.824662455,0,0,0,0,0,0,1.819926215,0,0,0,0,2.491890301
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL,GOBP,GO:0051279,0,0,4.407774965,0,0,0,0,0,1.677081076,0,0,0,0,0,0,0,3.445178419,0,0,1.984570111,1.846829918,2.546481636
REGULATION OF NATURAL KILLER CELL MEDIATED CYTOTOXICITY,GOBP,GO:0042269,0,0,1.499490906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF WNT SIGNALING PATHWAY,GOBP,GO:0030111,3.891063048,4.766212493,15.71489044,3.208869935,0,1.729430558,3.89564831,2.012101844,0,2.540133242,0,0,5.203347413,13.15463229,0,0,4.350651146,0,2.022571814,3.095794079,4.834512226,7.890977431
NUCLEOBASE-CONTAINING SMALL MOLECULE INTERCONVERSION,GOBP,GO:0015949,0,0,1.411876393,0,0,0,0,0,0,0,0,0,1.715567146,2.369838861,0,0,1.687024867,0,0,0,0,1.31690125
RESPONSE TO HEXOSE,GOBP,GO:0009746,1.612898517,1.923624262,2.37197857,0,1.61119037,1.460720943,2.532550079,2.732006833,0,0,0,1.806260431,0,1.731035785,1.79837262,0,1.617286436,0,0,2.002574917,1.57298147,4.188919138
REGULATION OF ACTIN FILAMENT ORGANIZATION,GOBP,GO:0110053,6.824557278,4.477882806,11.95763867,2.805497837,0,0,2.632081246,2.05917394,2.851829752,1.632177777,0,2.008497918,0,5.911670613,0,2.804277416,0,0,0,0,1.675184365,2.528234621
RNA STABILIZATION,GOBP,GO:0043489,0,1.325037875,1.67008699,0,0,0,0,0,0,0,0,2.454849834,0,0,0,0,0,0,0,0,3.125227273,1.41431263
ESTABLISHMENT OF MITOCHONDRION LOCALIZATION,GOBP,GO:0051654,0,0,1.498554379,0,0,0,1.546151305,0,0,0,0,0,0,0,0,0,1.750571237,0,0,0,0,1.377732936
ARP2/3 COMPLEX-MEDIATED ACTIN NUCLEATION,GOBP,GO:0034314,0,0,2.686926757,0,0,0,0,0,0,0,0,1.700967805,0,0,0,0,0,0,0,0,0,1.557642381
FEMALE GENITALIA DEVELOPMENT,GOBP,GO:0030540,0,0,0,1.68278269,0,0,0,0,2.156982059,0,0,0,0,0,0,0,2.127556234,0,0,1.491114633,0,0
RETINA VASCULATURE DEVELOPMENT IN CAMERA-TYPE EYE,GOBP,GO:0061298,0,0,0,0,0,3.247899427,0,0,0,0,0,0,0,0,0,0,0,0,0,1.395714725,0,2.807486868
CAMP BIOSYNTHETIC PROCESS,GOBP,GO:0006171,0,0,0,0,0,0,0,0,0,0,0,0,0,1.610834755,0,1.343955856,0,0,0,0,0,2.145958317
POSITIVE REGULATION OF REGULATORY T CELL DIFFERENTIATION,GOBP,GO:0045591,1.493998638,1.624316799,0,0,0,0,0,0,0,2.080349833,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO TOXIC SUBSTANCE,GOBP,GO:0009636,2.16073953,2.846658613,5.693941282,1.411907573,2.147313963,4.413651187,2.743783457,0,0,2.709368877,0,2.61024013,0,3.724279787,0,0,1.355811362,0,0,3.392314247,4.945611557,4.721479274
URETERIC BUD DEVELOPMENT,GOBP,GO:0001657,3.628210264,3.191672275,2.335671748,0,1.328452478,0,0,0,0,0,0,1.322352249,0,0,0,0,3.445178419,0,0,2.685060924,3.466371681,3.381561246
REGULATION OF MACROPHAGE DIFFERENTIATION,GOBP,GO:0045649,0,1.414353143,1.646075412,1.422259565,2.328468655,2.983829515,0,2.043311505,0,0,0,0,0,0,0,0,0,0,0,0,1.509476595,1.480179723
MAPK CASCADE,GOBP,GO:0000165,13.43774562,12.22546066,21.39440957,10.79395146,6.472711966,10.74610731,6.595947609,4.197006329,6.17298209,6.754810808,2.44047561,12.53147985,16.98251269,28.92806945,0,2.608548862,2.773011344,2.98525026,4.913763266,12.63102926,8.846687658,13.14859515
NEGATIVE REGULATION OF VIRAL PROCESS,GOBP,GO:0048525,2.075991415,0,2.030845804,0,0,0,0,0,0,0,0,0,0,1.79052607,0,0,0,0,2.19446568,1.3982725,1.357810799,1.909848013
ESTABLISHMENT OF SKIN BARRIER,GOBP,GO:0061436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.784461314,0,2.477909032,0,0,0
SODIUM ION HOMEOSTASIS,GOBP,GO:0055078,0,0,2.508567506,1.855489228,1.911146867,2.358651469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF HEPATOCYTE PROLIFERATION,GOBP,GO:2000345,1.596859109,0,3.188862631,0,0,0,0,0,2.21271889,0,0,0,0,0,0,0,0,0,0,0,0,1.796645252
ENDOTHELIUM DEVELOPMENT,GOBP,GO:0003158,1.614373522,3.302032112,2.206149318,1.903850285,1.962059103,0,0,0,2.956563875,0,1.89323657,2.348790362,1.365831381,0,0,1.973987946,0,0,2.277501653,1.508184009,6.347073567,3.518343588
PROTEIN LOCALIZATION TO PLASMA MEMBRANE,GOBP,GO:0072659,0,2.756336556,2.519571224,0,0,0,0,0,0,0,0,0,0,2.481311958,0,0,2.28848626,0,1.49812127,0,1.954495346,0
REGULATION OF NEURON MIGRATION,GOBP,GO:2001222,1.567050254,0,0,1.761637291,0,1.301374988,0,0,1.417812223,1.394743313,0,2.053033261,0,0,0,0,0,0,0,1.494375935,0,0
"REGULATION OF PHAGOCYTOSIS, ENGULFMENT",GOBP,GO:0060099,1.596859109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
INTERNAL PROTEIN AMINO ACID ACETYLATION,GOBP,GO:0006475,0,0,0,1.676273437,0,0,2.910597288,0,0,0,0,0,0,2.151554415,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF FOCAL ADHESION ASSEMBLY,GOBP,GO:0051894,0,3.331901784,3.166983066,4.561914697,0,0,0,0,1.746751705,0,2.136060491,0,1.746751705,2.430944151,0,0,0,0,0,4.071279791,3.528954874,1.346650004
PROTEIN KINASE A SIGNALING,GOBP,GO:0010737,2.742217274,2.944374862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579437779,0,0,1.82687313,0
REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0046578,9.256687826,0,4.004947963,5.481850852,1.907312452,2.701280211,0,2.066428884,2.37305971,1.69016367,0,1.724079602,0,0,1.394218299,0,4.529755019,4.226646475,1.503868417,0,2.524444864,0
MONOCYTE ACTIVATION,GOBP,GO:0042117,0,0,1.518553728,0,0,0,0,0,0,0,0,0,2.569398576,1.610834755,0,0,0,0,0,0,0,0
INTERMEDIATE FILAMENT-BASED PROCESS,GOBP,GO:0045103,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473671422,0,0,0,1.579424856,0,0,0,0
POSITIVE REGULATION OF VIRAL ENTRY INTO HOST CELL,GOBP,GO:0046598,1.858625695,0,0,0,0,0,0,2.646076769,0,2.459576666,0,0,0,0,0,0,0,0,0,0,0,0
AXONAL TRANSPORT,GOBP,GO:0098930,0,0,1.700178039,0,0,0,0,0,0,0,0,1.629806456,0,2.57662581,0,0,1.96011784,0,0,0,0,0
CELLULAR RESPONSE TO PURINE-CONTAINING COMPOUND,GOBP,GO:0071415,0,0,1.303594325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF STEROID METABOLIC PROCESS,GOBP,GO:0019218,1.719880677,1.997204807,0,1.388428346,0,2.792674833,0,0,1.434301142,1.402498509,0,3.280103152,0,2.673186622,0,0,0,0,0,2.887120782,2.209725777,1.486710933
REGULATION OF CELLULAR RESPONSE TO VASCULAR ENDOTHELIAL GROWTH FACTOR STIMULUS,GOBP,GO:1902547,0,0,1.646075412,1.422259565,2.328468655,0,0,3.411272068,0,0,0,0,3.171213775,3.7545143,2.467889119,0,4.543788158,2.24720041,0,0,1.509476595,1.480179723
DOPAMINE METABOLIC PROCESS,GOBP,GO:0042417,0,0,0,0,0,0,0,0,0,0,0,0,0,1.418925598,0,0,0,0,0,0,0,0
PROTEIN O-LINKED GLYCOSYLATION VIA SERINE,GOBP,GO:0018242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343955856,0,0,0,0,0,0
REGULATION OF ALPHA-BETA T CELL ACTIVATION,GOBP,GO:0046634,3.562333745,0,0,0,0,0,0,0,0,2.03821735,0,1.615251913,1.34414001,0,0,0,2.029660416,0,0,0,1.423084299,0
C21-STEROID HORMONE METABOLIC PROCESS,GOBP,GO:0008207,0,0,0,0,0,1.509471179,0,0,0,0,0,0,1.629093843,0,0,0,0,0,0,0,0,0
LIMB BUD FORMATION,GOBP,GO:0060174,1.858625695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.804520612,2.093315565,0
REGULATION OF NEUTROPHIL CHEMOTAXIS,GOBP,GO:0090022,3.823471111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.757456588,0,0
REGULATION OF GRANULOCYTE CHEMOTAXIS,GOBP,GO:0071622,5.92855585,0,1.348531841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.795154084,1.647081241,0
ACTIN FILAMENT SEVERING,GOBP,GO:0051014,1.654252205,0,0,0,0,0,0,0,0,2.247879525,0,0,0,0,0,0,0,0,0,0,0,0
PLATELET-DERIVED GROWTH FACTOR RECEPTOR SIGNALING PATHWAY,GOBP,GO:0048008,1.724573085,6.376089138,4.442507005,1.923280273,1.958900682,2.429516688,0,4.151843162,1.527544867,2.575924257,3.199183569,4.49060304,1.527544867,2.007316689,0,1.967330666,0,0,0,5.714956604,2.052291228,5.331004856
REGULATION OF CELLULAR RESPIRATION,GOBP,GO:0043457,0,0,0,2.034144107,0,0,2.375900918,0,0,0,0,0,0,2.150332409,0,0,0,0,0,0,0,2.120727294
POSITIVE REGULATION OF DIGESTIVE SYSTEM PROCESS,GOBP,GO:0060456,0,0,0,0,0,0,0,0,0,0,0,0,2.40759029,0,0,0,0,0,0,0,0,0
EPIBOLY,GOBP,GO:0090504,0,0,1.411876393,0,0,0,0,0,0,0,0,1.456074168,0,0,0,0,0,0,0,0,2.335093035,0
NEGATIVE REGULATION OF CARDIAC MUSCLE HYPERTROPHY,GOBP,GO:0010614,0,3.331901784,0,0,2.185465779,0,0,1.90245983,1.746751705,0,0,0,0,1.580879247,0,0,0,0,0,1.966854652,3.528954874,1.346650004
SENSORY PERCEPTION OF MECHANICAL STIMULUS,GOBP,GO:0050954,2.130813882,0,0,2.00821639,0,0,0,0,1.347422421,0,0,0,0,0,0,0,0,0,0,2.485042018,0,0
SOMATIC RECOMBINATION OF IMMUNOGLOBULIN GENES INVOLVED IN IMMUNE RESPONSE,GOBP,GO:0002204,0,1.624316799,4.103065575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CELL PROJECTION MORPHOGENESIS,GOBP,GO:0048858,13.93513176,8.167841851,12.37727281,9.583314439,2.128331812,2.75563603,0,1.399710559,6.511309349,4.359705267,3.850145306,2.579150957,2.781937222,11.06088374,0,4.10265213,2.661604816,1.910172689,0,9.075265627,9.98052555,4.671666977
MOTOR BEHAVIOR,GOBP,GO:0061744,0,0,0,1.857850952,0,2.211540223,0,0,0,0,0,0,0,1.393316391,0,0,0,0,0,0,0,1.918286683
NEGATIVE REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY,GOBP,GO:0032413,0,0,2.506090653,0,0,0,1.435828702,0,0,0,0,0,0,2.784153278,0,0,1.717115576,0,0,1.458716228,0,0
POSITIVE REGULATION OF TOR SIGNALING,GOBP,GO:0032008,1.483779517,0,2.214669849,0,0,0,3.003466429,1.508862357,0,0,0,4.036212347,0,3.240786162,0,0,1.331923789,0,0,0,0,3.676607572
RESPIRATORY BURST,GOBP,GO:0045730,2.370153327,0,2.686926757,0,0,0,0,3.53771858,0,0,0,0,0,3.966666415,0,0,0,0,0,1.311731324,0,1.557642381
REGULATION OF HEART MORPHOGENESIS,GOBP,GO:2000826,1.510711581,0,0,1.703661126,1.803224939,0,0,1.528213895,0,0,0,0,0,2.469437192,0,0,3.455307974,0,0,1.438733875,0,3.727032342
POSITIVE REGULATION OF BONE MINERALIZATION,GOBP,GO:0030501,2.401436607,1.750177673,0,0,3.097196154,1.301374988,0,0,0,3.549630567,0,0,0,1.800723705,0,0,0,0,0,3.211646696,2.844166629,0
PROSTATE GLANDULAR ACINUS DEVELOPMENT,GOBP,GO:0060525,0,0,3.953314559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HEPARIN METABOLIC PROCESS,GOBP,GO:0030202,0,0,0,1.926385986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENDOSOME TO MELANOSOME TRANSPORT,GOBP,GO:0035646,0,0,0,0,1.339638599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REGULATION OF CELLULAR RESPONSE TO OXIDATIVE STRESS,GOBP,GO:1900407,1.433573451,3.160590896,1.733100275,4.98451066,1.318006996,0,2.085065562,0,0,0,0,0,0,3.255209794,0,1.325897075,2.469885652,0,0,1.960831016,2.5897067,6.238629263
REGULATION OF EXOCYTOSIS,GOBP,GO:0017157,1.619688903,0,0,0,0,0,0,0,0,0,0,1.56436004,0,3.613649752,0,0,0,0,0,1.474269909,2.301605374,0
CELLULAR RESPONSE TO MOLECULE OF BACTERIAL ORIGIN,GOBP,GO:0071219,3.573678902,1.798301447,1.847174527,0,0,0,3.828258787,3.68052939,0,0,0,2.386066565,0,4.82194537,0,0,0,1.829069103,1.551171463,3.938516292,4.662984318,4.516307637
NUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS,GOBP,GO:0009133,0,0,1.518553728,0,0,0,2.324996462,0,0,0,1.314635585,0,0,0,1.409616198,0,0,0,0,0,0,0
RESPONSE TO INTERFERON-GAMMA,GOBP,GO:0034341,2.522232439,0,3.323174691,0,0,0,0,2.951211939,0,2.472217563,0,0,0,0,0,0,1.808464957,0,0,1.399550748,2.137667887,0
MYELINATION,GOBP,GO:0042552,2.197340707,4.074222037,1.674869448,1.886218853,0,2.652396412,0,1.561900867,2.936808398,0,0,2.330089296,0,2.474024617,0,0,0,0,0,2.063789916,0,0
EPITHELIAL CELL MATURATION,GOBP,GO:0002070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183212077,2.579437779,0,2.660957802,0,1.796645252
PLATELET MORPHOGENESIS,GOBP,GO:0036344,0,1.532918083,1.820460583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RESPONSE TO TUMOR CELL,GOBP,GO:0002347,0,0,0,0,0,0,0,0,0,1.942089178,0,0,0,0,0,0,0,0,0,0,0,0
EPITHELIAL CELL FATE COMMITMENT,GOBP,GO:0072148,0,0,0,1.794915048,0,0,0,0,0,0,0,0,0,1.333459546,0,0,0,0,0,0,0,0
IRON ION TRANSMEMBRANE TRANSPORT,GOBP,GO:0034755,0,1.918080242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.945843755,2.776709396,0,0,2.017736023,1.987104598
"REGULATION OF SYNAPTIC TRANSMISSION, GABAERGIC",GOBP,GO:0032228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16454119,0
POLYSACCHARIDE METABOLIC PROCESS,GOBP,GO:0005976,0,0,0,0,0,1.397972957,0,1.775464412,0,0,0,0,0,0,1.376550791,0,1.522462883,0,0,0,0,0
LIPOPOLYSACCHARIDE-MEDIATED SIGNALING PATHWAY,GOBP,GO:0031663,3.56605995,1.877184864,0,0,0,1.38637073,4.500296219,1.656463478,0,2.539596295,0,3.251030696,0,2.779578601,0,0,0,3.114612068,0,3.435155444,3.023197989,5.254095321
DETECTION OF ABIOTIC STIMULUS,GOBP,GO:0009582,0,1.969092166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24211353,0,0,2.211654969,0
ANTIGEN PROCESSING AND PRESENTATION OF ENDOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS I,GOBP,GO:0019885,0,0,0,0,0,0,0,2.646076769,0,2.459576666,0,0,0,0,0,0,0,0,0,0,0,0
ISOTYPE SWITCHING,GOBP,GO:0045190,0,1.624316799,4.103065575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF GLYCOPROTEIN METABOLIC PROCESS,GOBP,GO:1903020,0,0,1.545190417,1.352893129,0,0,0,0,0,0,0,1.551206586,0,0,0,0,0,2.172808211,0,0,0,0
REGULATION OF VIRAL RELEASE FROM HOST CELL,GOBP,GO:1902186,0,0,1.332896642,0,0,0,1.426662714,0,0,0,0,0,0,0,0,0,1.628439161,0,0,0,0,0
I-KAPPAB KINASE/NF-KAPPAB SIGNALING,GOBP,GO:0007249,2.253925632,3.389390617,4.735401907,4.326869856,0,1.605106749,3.116352869,1.994020687,0,1.740425578,1.348584438,6.115226303,4.781822599,6.977148781,0,0,1.73385132,2.283839377,1.60529105,2.874878539,2.777792693,8.908418173
REGULATION OF CELL SIZE,GOBP,GO:0008361,4.396810939,1.406947413,4.46106301,3.067077133,2.036145443,2.918522937,0,0,3.298860043,0,0,0,1.887955421,3.877378256,1.489489024,0,0,0,0,1.870406871,6.443657542,1.556624875
FEMALE MEIOTIC NUCLEAR DIVISION,GOBP,GO:0007143,0,2.19084355,3.088057469,0,0,0,1.483928885,1.870888568,0,0,0,0,0,0,0,0,1.687024867,4.974691605,0,0,0,0
