,,,GSE21935_Barnes_FSCZvsCTL,GSE21935_Barnes_MSCZvsCTL,GSE17612_Maycox_FSCZvsCTL,GSE17612_Maycox_MSCZvsCTL,GSE46509_Piet_FSCZvsCTL,GSE46509_Piet_MSCZvsCTL,GSE37981_Piet_FSCZvsCTL,GSE37981_Piet_MSCZvsCTL,female_scz_ancg_dge,female_scz_dlpfc_dge,female_scz_nacc_dge,male_scz_ancg_dge,male_scz_dlpfc_dge,male_scz_nAcc_dge
REGULATION OF UNSATURATED FATTY ACID BIOSYNTHETIC PROCESS,GOBP,GO:2001279,0,0,0,1.363638634,1.369130275,0,0,0,1.336968449,1.347584891,0,0,0,0
REGULATION OF PROTEIN SECRETION,GOBP,GO:0050708,0,0,2.522830136,1.754371432,2.519010484,1.648619485,0,0,0,0,0,0,0,0
MUSCLE SYSTEM PROCESS,GOBP,GO:0003012,0,0,0,1.677708107,0,3.02344392,0,0,0,0,1.956657462,4.522686735,0,0
SIGNAL TRANSDUCTION INVOLVED IN CELL CYCLE CHECKPOINT,GOBP,GO:0072395,0,0,0,0,1.537712988,0,1.431481716,3.15930527,0,0,0,0,0,1.536568296
ATP-DEPENDENT CHROMATIN REMODELING,GOBP,GO:0043044,1.455474871,4.16181329,0,0,0,0,0,2.075634533,0,0,0,0,0,1.970339436
SYNAPSE PRUNING,GOBP,GO:0098883,0,0,0,1.400642145,0,0,0,0,1.407856284,1.384557981,1.83110478,0,0,0
REGULATION OF HEMATOPOIETIC STEM CELL DIFFERENTIATION,GOBP,GO:1902036,0,0,0,1.527384714,0,0,0,0,3.582799571,0,0,1.754162354,0,2.06268535
REGULATION OF SIGNALING RECEPTOR ACTIVITY,GOBP,GO:0010469,0,0,0,1.475187825,3.181174131,0,0,2.393958115,1.610930142,0,0,0,0,0
POSITIVE REGULATION OF PHOSPHATASE ACTIVITY,GOBP,GO:0010922,0,0,1.889100643,0,6.915240892,2.121115509,0,1.85275803,0,0,0,0,0,0
PURINE RIBONUCLEOTIDE METABOLIC PROCESS,GOBP,GO:0009150,0,0,0,3.631811958,0,0,0,0,3.893008924,0,0,2.469166634,1.857303918,0
REGULATION OF RNA SPLICING,GOBP,GO:0043484,2.592670236,0,1.375195137,0,0,0,0,0,0,0,0,2.576442057,0,2.566135398
CELLULAR RESPONSE TO INTERLEUKIN-2,GOBP,GO:0071352,1.342368269,0,0,1.363638634,1.369130275,0,0,2.723359782,0,0,0,0,0,0
CELLULAR RESPONSE TO UV,GOBP,GO:0034644,2.301953194,0,0,1.370444035,0,0,2.216672257,1.889539914,0,0,0,0,0,0
PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS,GOBP,GO:0006164,0,0,1.712064218,5.118073409,0,0,0,0,0,0,0,0,2.066046368,1.309222092
NEGATIVE REGULATION OF SKELETAL MUSCLE TISSUE DEVELOPMENT,GOBP,GO:0048642,0,0,0,0,0,0,0,0,0,0,1.91331103,2.364486149,2.817175453,1.412590681
TRANSCRIPTION INITIATION FROM RNA POLYMERASE II PROMOTER,GOBP,GO:0006367,0,0,2.920682954,2.629649123,0,0,1.601285021,0,0,0,0,2.435423793,0,0
REGULATION OF MICROTUBULE-BASED PROCESS,GOBP,GO:0032886,0,1.436268973,0,1.312932315,0,0,0,2.121858999,0,0,0,0,1.68166,0
POSITIVE REGULATION OF ATP BIOSYNTHETIC PROCESS,GOBP,GO:2001171,2.091618565,0,3.091683989,3.540246107,0,0,0,3.036215245,0,0,0,0,0,0
APPENDAGE MORPHOGENESIS,GOBP,GO:0035107,0,0,0,1.875693398,1.890751587,1.789759184,0,4.018551758,0,0,0,0,0,0
REGULATION OF CELLULAR AMIDE METABOLIC PROCESS,GOBP,GO:0034248,0,0,2.13988594,0,0,0,0,0,0,0,2.113613039,2.626432719,3.06025706,0
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE ACTIVITY,GOBP,GO:0043551,0,2.414379398,4.954404045,0,0,1.681709198,1.643973087,0,0,0,0,0,0,0
ADULT WALKING BEHAVIOR,GOBP,GO:0007628,0,2.099218329,0,0,0,0,2.353374738,2.120594989,1.501085542,0,0,0,0,0
NEGATIVE REGULATION OF BINDING,GOBP,GO:0051100,1.608856549,1.887128577,0,0,1.680035652,2.413186998,0,0,0,0,0,0,0,0
POSITIVE REGULATION OF TUMOR NECROSIS FACTOR PRODUCTION,GOBP,GO:0032760,0,0,1.902177021,0,1.354611277,2.232789909,2.17685912,0,0,0,0,0,0,0
REGULATION OF PROTEIN EXPORT FROM NUCLEUS,GOBP,GO:0046825,0,1.73721748,1.794148956,0,0,0,0,1.758072821,0,0,0,2.924977436,0,0
NADH REGENERATION,GOBP,GO:0006735,0,0,0,2.455797515,0,0,0,0,0,0,0,2.169289455,4.72259134,3.075580481
"DNA-TEMPLATED TRANSCRIPTION, INITIATION",GOBP,GO:0006352,0,0,2.466075889,2.257716457,0,0,1.338488475,0,0,0,0,1.83367992,0,0
ACTIN CYTOSKELETON REORGANIZATION,GOBP,GO:0031532,0,0,1.32859535,0,1.618858882,2.639201921,1.511616847,0,0,0,0,0,0,0
REGULATION OF DNA REPLICATION,GOBP,GO:0006275,0,0,1.717150621,0,3.188336927,0,0,0,0,0,1.404325456,0,0,1.648767625
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO CELL PERIPHERY,GOBP,GO:1904377,0,0,1.340505912,0,1.631214272,0,0,1.306267761,0,0,0,1.315399173,0,0
REGULATION OF TELOMERASE ACTIVITY,GOBP,GO:0051972,0,2.529764516,0,0,0,0,2.904170568,2.561123628,0,0,0,2.437839205,0,0
MONOSACCHARIDE METABOLIC PROCESS,GOBP,GO:0005996,0,0,0,3.115017768,0,2.121406164,0,0,0,0,0,0,1.662562062,1.995997345
POSTSYNAPTIC SPECIALIZATION,GOCC,GO:0099572,0,1.945477517,0,0,1.480313435,1.981485101,1.301140099,0,0,0,0,0,0,0
ENDOCYTIC VESICLE MEMBRANE,GOCC,GO:0030666,0,0,2.43740427,0,0,0,0,0,3.703939623,1.411302652,0,1.760293674,0,0
CLUSTER OF ACTIN-BASED CELL PROJECTIONS,GOCC,GO:0098862,0,1.933243889,1.311696426,0,0,1.617098537,0,0,0,0,0,2.600502723,0,0
DENDRITIC SHAFT,GOCC,GO:0043198,0,1.831742958,3.167415718,0,0,3.521971226,0,1.85275803,0,0,0,0,0,0
SARCOMERE,GOCC,GO:0030017,1.36002798,0,0,0,0,2.901216233,0,0,0,0,0,1.849616202,1.569938133,0
LAMELLIPODIUM,GOCC,GO:0030027,0,0,0,2.226396797,0,1.366407862,0,3.130838763,1.902728706,0,0,0,0,0
NURD COMPLEX,GOCC,GO:0016581,2.823200436,5.910456725,0,0,0,2.802496723,0,0,0,0,0,1.680442483,0,0
COMPLEX OF COLLAGEN TRIMERS,GOCC,GO:0098644,0,2.213145708,0,0,0,0,2.468556858,0,1.655652622,0,0,0,0,2.397664186
ASYMMETRIC SYNAPSE,GOCC,GO:0032279,0,2.037355029,0,0,1.543301516,2.062317334,1.361639604,0,0,0,0,0,0,0
CLATHRIN-COATED ENDOCYTIC VESICLE,GOCC,GO:0045334,0,0,1.889565573,0,0,0,0,1.838432558,2.809541327,1.306752572,0,0,0,0
EXTRACELLULAR MATRIX COMPONENT,GOCC,GO:0044420,0,1.417241547,0,0,1.76745013,0,2.809064461,0,0,1.726038645,0,0,0,0
CELL-CELL JUNCTION,GOCC,GO:0005911,0,0,0,0,0,1.759717851,2.303373404,1.743999605,3.474567207,0,0,0,0,0
I BAND,GOCC,GO:0031674,1.826240749,0,0,0,0,2.712263443,0,1.435778922,0,0,0,1.443712185,0,0
CMG COMPLEX,GOCC,GO:0071162,0,0,0,1.441249325,0,1.409616198,0,0,1.486691571,0,0,1.488297076,0,0
MCM COMPLEX,GOCC,GO:0042555,0,0,0,1.363638634,0,1.33212724,1.312372587,0,1.336968449,0,0,0,0,0
CYTOPLASMIC VESICLE LUMEN,GOCC,GO:0060205,0,0,0,0,0,0,0,1.411649941,1.391753773,0,0,2.907991232,1.403179892,0
CYTOPLASMIC SIDE OF MEMBRANE,GOCC,GO:0098562,2.19709112,0,2.485489139,0,4.173776951,0,0,0,2.413136026,0,0,0,0,0
VESICLE LUMEN,GOCC,GO:0031983,0,0,0,0,0,0,0,1.407046185,1.382108941,0,0,2.883446867,1.394259243,0
INTERCALATED DISC,GOCC,GO:0014704,1.827893947,0,0,0,0,1.808078063,0,0,0,1.837996357,1.301706544,0,0,0
CHD-TYPE COMPLEX,GOCC,GO:0090545,2.823200436,5.910456725,0,0,0,2.802496723,0,0,0,0,0,1.680442483,0,0
HISTONE DEACETYLASE COMPLEX,GOCC,GO:0000118,1.56816531,4.457811323,0,1.608438466,0,1.548825799,0,0,0,0,0,0,0,0
PHOTORECEPTOR INNER SEGMENT,GOCC,GO:0001917,0,0,0,0,0,2.757998393,0,0,0,0,0,1.927780985,2.47356926,1.372664834
RIBONUCLEOPROTEIN GRANULE,GOCC,GO:0035770,1.803820729,0,2.706417838,0,0,0,0,1.323283855,0,0,0,2.029127265,0,0
POSTSYNAPTIC DENSITY,GOCC,GO:0014069,0,2.069254274,0,0,1.565140764,2.09032177,1.382646538,0,0,0,0,0,0,0
CYTOPLASMIC STRESS GRANULE,GOCC,GO:0010494,2.478569208,0,0,0,0,1.426065159,1.389431858,0,0,0,0,1.980807589,0,0
NUCLEAR TRANSCRIPTIONAL REPRESSOR COMPLEX,GOCC,GO:0090568,2.194343411,4.577912602,0,0,0,2.174072476,0,0,0,0,0,2.192855541,0,0
DNA REPAIR COMPLEX,GOCC,GO:1990391,0,0,0,0,2.031878545,0,1.920841321,1.694061753,0,0,0,0,0,2.067907064
PML BODY,GOCC,GO:0016605,2.126362498,0,0,0,0,0,2.042331775,2.605087297,0,0,0,1.720748698,0,0
TRANS-GOLGI NETWORK,GOCC,GO:0005802,0,0,1.956171675,0,0,2.461451034,0,0,0,0,0,1.430160082,0,1.453071778
LEADING EDGE MEMBRANE,GOCC,GO:0031256,0,3.357270482,2.660962707,0,0,1.502129597,0,0,0,0,0,2.061238478,0,0
SITE OF POLARIZED GROWTH,GOCC,GO:0030427,1.46105817,4.086672826,0,0,0,1.434670662,0,0,0,0,0,1.768198512,0,0
PRESYNAPSE,GOCC,GO:0098793,1.392357795,2.204880727,0,0,0,1.354558315,0,0,0,0,0,2.138200371,0,0
CLATHRIN-COATED VESICLE,GOCC,GO:0030136,0,0,1.712064218,0,1.466696715,0,0,1.649701066,2.318389985,0,0,0,0,0
FICOLIN-1-RICH GRANULE LUMEN,GOCC,GO:1904813,0,0,0,0,0,0,0,1.512613552,1.542644713,0,0,2.734493596,0,1.342140534
EARLY ENDOSOME MEMBRANE,GOCC,GO:0031901,0,3.411261673,1.918223595,1.610812277,0,1.52794076,0,0,0,0,0,0,0,0
NUCLEAR PERIPHERY,GOCC,GO:0034399,0,2.240790297,0,0,0,0,1.79780042,0,0,0,0,1.916542151,0,2.118209413
CYCLIN-DEPENDENT PROTEIN KINASE HOLOENZYME COMPLEX,GOCC,GO:0000307,0,1.614455,0,0,0,0,0,1.635071878,0,0,1.42127548,0,0,1.321471602
CELL CORTEX,GOCC,GO:0005938,0,3.519276813,1.674643314,0,0,0,0,2.201380676,1.507436266,0,0,0,0,0
CYCLIN-DEPENDENT PROTEIN KINASE ACTIVITY,GOMF,GO:0097472,0,1.939524759,1.997310219,0,0,0,0,0,0,0,0,3.040638127,0,1.886395839
CARBOHYDRATE KINASE ACTIVITY,GOMF,GO:0019200,2.528707262,0,3.760585602,4.216200963,0,0,0,0,0,0,0,0,0,1.551067458
GLUCOSE BINDING,GOMF,GO:0005536,0,0,2.924475405,1.441249325,1.446761264,1.409616198,0,0,0,0,0,0,0,0
NUCLEAR RECEPTOR ACTIVITY,GOMF,GO:0004879,0,1.46172781,3.798908755,4.3961113,0,0,0,1.481989562,0,0,0,0,0,0
CHLORIDE CHANNEL INHIBITOR ACTIVITY,GOMF,GO:0019869,0,0,0,1.441249325,3.240169245,1.409616198,1.389780442,0,0,0,0,0,0,0
DIACYLGLYCEROL KINASE ACTIVITY,GOMF,GO:0004143,0,0,0,0,1.406143928,0,1.349274745,2.800986737,0,0,0,2.194118316,0,0
FK506 BINDING,GOMF,GO:0005528,0,0,0,0,1.446761264,0,1.389780442,0,1.486691571,1.425134703,0,0,0,0
PROTEIN KINASE ACTIVATOR ACTIVITY,GOMF,GO:0030295,0,0,0,4.836274232,3.603430936,3.458503276,2.286443861,0,0,0,0,0,0,0
GUANYL-NUCLEOTIDE EXCHANGE FACTOR ACTIVITY,GOMF,GO:0005085,0,0,0,3.892058221,0,2.81765468,0,0,2.040377516,0,0,1.410055559,0,0
LIPOPOLYSACCHARIDE BINDING,GOMF,GO:0001530,2.167399949,1.857314736,1.914779219,0,0,0,2.108139903,0,0,0,0,0,0,0
RNA POLYMERASE II REPRESSING TRANSCRIPTION FACTOR BINDING,GOMF,GO:0001103,0,0,1.840163124,0,0,0,0,1.803953871,0,0,0,1.896805669,1.996997257,0
PHOSPHORIC ESTER HYDROLASE ACTIVITY,GOMF,GO:0042578,0,0,0,1.315268156,1.94224318,0,2.342323426,0,0,0,0,0,1.393229227,0
CALMODULIN-DEPENDENT PROTEIN KINASE ACTIVITY,GOMF,GO:0004683,2.312145069,1.999576423,0,0,0,0,0,0,0,0,0,1.347045767,1.563222838,0
RNA POLYMERASE II TRANSCRIPTION COREPRESSOR BINDING,GOMF,GO:0001226,0,0,2.454544576,0,0,0,0,0,0,0,2.537496358,1.489997392,0,5.021843107
ATP-DEPENDENT MICROTUBULE MOTOR ACTIVITY,GOMF,GO:1990939,0,2.350457445,0,0,0,1.639290403,0,2.381456268,0,0,0,0,0,1.399368818
DAMAGED DNA BINDING,GOMF,GO:0003684,0,0,0,0,1.582982208,0,2.526800287,2.191328766,0,0,0,0,0,2.80650189
TRANSCRIPTION COACTIVATOR BINDING,GOMF,GO:0001223,0,0,2.089522815,0,2.397844217,0,0,2.052711547,0,0,0,1.40975013,0,0
NAD+ KINASE ACTIVITY,GOMF,GO:0003951,0,0,0,0,0,0,0,2.417126452,1.909727964,0,1.467439367,2.197257574,0,0
MACROLIDE BINDING,GOMF,GO:0005527,0,0,0,0,1.446761264,0,1.389780442,0,1.486691571,1.425134703,0,0,0,0
ACTIN-DEPENDENT ATPASE ACTIVITY,GOMF,GO:0030898,2.413281691,3.494301662,0,0,0,0,0,0,3.25802893,0,0,2.169289455,0,0
MICROFILAMENT MOTOR ACTIVITY,GOMF,GO:0000146,2.251098867,3.246626652,0,0,0,0,0,0,3.797952235,0,0,1.758469473,0,0
PHOSPHOPROTEIN BINDING,GOMF,GO:0051219,1.349094526,0,0,0,1.398413692,0,2.244048619,0,1.383174169,0,0,0,0,0
EPIDERMAL GROWTH FACTOR RECEPTOR BINDING,GOMF,GO:0005154,0,0,1.889100643,0,0,2.121115509,0,3.111795027,0,0,1.721305006,0,0,0
MITOGEN-ACTIVATED PROTEIN KINASE KINASE BINDING,GOMF,GO:0031434,3.09966297,0,0,0,3.154042706,0,1.349274745,0,0,3.110263872,0,0,0,0
RNA HELICASE ACTIVITY,GOMF,GO:0003724,0,0,0,1.484811871,0,2.449038625,1.389431858,2.060085145,0,0,0,0,0,0
DNA-DEPENDENT ATPASE ACTIVITY,GOMF,GO:0008094,0,0,0,1.608438466,1.618858882,0,0,4.511106505,0,0,0,0,0,5.150630282
1-PHOSPHATIDYLINOSITOL-3-KINASE ACTIVITY,GOMF,GO:0016303,0,0,0,0,1.446761264,1.409616198,1.389780442,0,0,0,0,0,0,1.412590681
CYCLIN-DEPENDENT PROTEIN SERINE/THREONINE KINASE ACTIVITY,GOMF,GO:0004693,0,1.939524759,1.997310219,0,0,0,0,0,0,0,0,3.040638127,0,1.886395839
PROTEIN C-TERMINUS BINDING,GOMF,GO:0008022,0,0,0,0,5.305617354,0,0,1.72401753,1.349247357,0,0,0,1.41863371,0
PROTEIN SERINE/THREONINE KINASE INHIBITOR ACTIVITY,GOMF,GO:0030291,0,1.857314736,0,0,0,2.147155919,2.108139903,0,0,2.177716523,0,0,0,0
ACTIN FILAMENT BINDING,GOMF,GO:0051015,1.308518928,2.158256401,0,0,0,0,0,0,2.418859007,0,1.932406965,0,0,0
MONOSACCHARIDE BINDING,GOMF,GO:0048029,0,0,1.316886681,2.712459005,1.606705728,0,0,0,0,0,0,0,1.624719877,0
NUCLEOSOMAL DNA BINDING,GOMF,GO:0031492,2.000651465,2.866229655,0,0,0,0,0,1.714802382,0,0,0,2.1699877,0,0
MRNA BINDING,GOMF,GO:0003729,1.582898191,0,0,0,0,0,0,0,0,0,0,3.394266801,2.275905547,2.95665576
NUCLEOSOME-DEPENDENT ATPASE ACTIVITY,GOMF,GO:0070615,0,4.521802729,0,3.657226135,0,0,0,4.565359428,0,0,0,0,0,2.491388786
CALCIUM:CATION ANTIPORTER ACTIVITY,GOMF,GO:0015368,1.379331222,0,0,1.400642145,0,1.369069922,1.349274745,0,0,0,0,0,0,0
"TRANSCRIPTION FACTOR ACTIVITY, DIRECT LIGAND REGULATED SEQUENCE-SPECIFIC DNA BINDING",GOMF,GO:0098531,0,1.46172781,3.798908755,4.3961113,0,0,0,1.481989562,0,0,0,0,0,0
PROTEIN N-TERMINUS BINDING,GOMF,GO:0047485,2.092182574,0,0,0,0,2.063517559,0,2.559919059,0,0,0,0,1.343050783,0
PROTEASOMAL PROTEIN CATABOLIC PROCESS,GOBP,GO:0010498,0,1.349075441,0,0,0,0,0,1.932168733,0,0,0,1.6654345,0,0
POSITIVE REGULATION OF MITOTIC NUCLEAR DIVISION,GOBP,GO:0045840,0,1.361970161,0,0,0,1.639290403,0,2.381456268,0,0,0,0,0,0
CYTOSKELETON-DEPENDENT INTRACELLULAR TRANSPORT,GOBP,GO:0030705,0,1.657610386,0,0,0,2.168389062,1.355322262,0,0,0,0,0,0,0
VITAMIN METABOLIC PROCESS,GOBP,GO:0006766,0,0,0,0,0,0,0,0,0,0,0,2.693297456,1.472715089,2.165332422
REGULATION OF EARLY ENDOSOME TO LATE ENDOSOME TRANSPORT,GOBP,GO:2000641,0,0,2.358052167,0,2.669588683,0,2.555439783,0,0,0,0,0,0,0
HEMOGLOBIN METABOLIC PROCESS,GOBP,GO:0020027,0,0,0,0,0,1.369069922,0,0,0,0,0,0,1.549296292,1.334556158
NEGATIVE REGULATION OF HORMONE SECRETION,GOBP,GO:0046888,0,0,0,1.672302971,0,1.612294635,0,0,1.492635575,0,0,0,0,0
ACTIN FILAMENT-BASED TRANSPORT,GOBP,GO:0099515,2.528707262,2.213145708,0,0,0,0,0,0,2.542413051,0,0,0,0,0
NEURONAL ACTION POTENTIAL,GOBP,GO:0019228,0,1.999576423,0,0,0,0,0,0,0,0,1.959138666,1.347045767,0,0
PROSTANOID METABOLIC PROCESS,GOBP,GO:0006692,0,0,1.729938664,0,0,0,0,0,0,1.989667042,0,0,1.796370018,0
OSTEOBLAST DIFFERENTIATION,GOBP,GO:0001649,0,0,0,0,0,1.860820693,0,1.494973539,0,0,1.652303302,0,0,0
NEGATIVE REGULATION OF T CELL DIFFERENTIATION,GOBP,GO:0045581,0,0,0,1.922713435,0,1.861430413,0,0,0,0,0,1.343812651,0,0
ANIMAL ORGAN REGENERATION,GOBP,GO:0031100,0,0,4.390455819,0,1.537712988,0,0,0,0,1.497251745,0,0,0,0
CONNECTIVE TISSUE DEVELOPMENT,GOBP,GO:0061448,0,0,0,0,0,2.136876844,0,1.664179758,0,0,0,0,1.690059003,0
PROSTATE GLAND MORPHOGENESIS,GOBP,GO:0060512,0,0,2.157540697,2.455797515,0,0,0,0,1.501085542,0,0,0,0,0
REGULATION OF CELL-SUBSTRATE JUNCTION ASSEMBLY,GOBP,GO:0090109,0,0,0,1.620780661,0,1.561088963,0,0,1.940215582,0,0,0,0,0
CELLULAR RESPONSE TO HEXOSE STIMULUS,GOBP,GO:0071331,2.631980942,0,1.305373856,0,0,1.524899957,0,0,0,0,0,0,0,0
NEGATIVE REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS,GOBP,GO:0030809,0,0,0,2.613816693,0,0,2.510852603,0,0,0,0,0,1.918041847,0
COLLAGEN-ACTIVATED SIGNALING PATHWAY,GOBP,GO:0038065,0,2.504632114,0,0,2.877307952,0,0,2.52637337,0,0,0,0,0,0
REGULATION OF PROTEIN DEPHOSPHORYLATION,GOBP,GO:0035304,0,0,0,0,1.823577552,1.723406737,0,2.110691763,0,0,0,0,0,0
REGULATION OF DENDRITIC SPINE DEVELOPMENT,GOBP,GO:0060998,0,0,0,1.495222737,0,1.436397559,0,0,0,0,0,2.918553609,0,0
DEFENSE RESPONSE TO VIRUS,GOBP,GO:0051607,0,2.209743709,0,0,0,0,0,0,0,1.352229949,0,0,1.899395062,0
MAMMARY GLAND DUCT MORPHOGENESIS,GOBP,GO:0060603,0,1.999576423,2.057576354,0,2.365439774,0,0,0,0,0,0,0,0,0
PYRIDINE NUCLEOTIDE BIOSYNTHETIC PROCESS,GOBP,GO:0019363,0,0,0,3.888089338,0,0,0,0,0,0,0,0,2.804279484,1.615634139
PHOSPHATIDYLCHOLINE METABOLIC PROCESS,GOBP,GO:0046470,0,0,0,0,0,1.367052729,0,0,0,1.395589079,0,0,2.382015296,0
REGULATION OF FIBROBLAST MIGRATION,GOBP,GO:0010762,0,0,0,0,0,0,2.056989505,5.957292706,0,0,0,3.928235132,0,0
POSITIVE REGULATION OF CARDIAC MUSCLE TISSUE GROWTH,GOBP,GO:0055023,0,1.911144111,0,2.264413417,0,2.201923675,0,0,0,0,0,0,0,0
REGULATION OF STEM CELL DIFFERENTIATION,GOBP,GO:2000736,0,0,0,0,0,0,0,0,2.68017987,0,0,3.517267863,0,1.916963452
DNA-DEPENDENT DNA REPLICATION MAINTENANCE OF FIDELITY,GOBP,GO:0045005,0,0,0,0,1.879780268,0,0,1.546109199,0,0,0,0,0,2.390272878
KIDNEY EPITHELIUM DEVELOPMENT,GOBP,GO:0072073,0,0,0,4.125159889,4.152010308,0,0,0,0,0,0,2.22817847,0,0
NEGATIVE REGULATION OF MITOCHONDRION ORGANIZATION,GOBP,GO:0010823,0,0,0,0,0,0,1.688772216,1.466810873,0,0,0,0,2.750102012,0
GLOMERULUS VASCULATURE DEVELOPMENT,GOBP,GO:0072012,0,0,0,0,0,0,0,0,0,0,1.421179696,3.74246599,2.047619678,0
POSITIVE REGULATION OF SMOOTH MUSCLE CONTRACTION,GOBP,GO:0045987,0,2.031415501,2.089522815,0,0,0,0,0,1.410773894,0,0,0,0,0
CELLULAR AMINO ACID METABOLIC PROCESS,GOBP,GO:0006520,0,0,0,0,0,0,0,0,0,0,0,2.631560087,1.398760626,1.978998351
MEMBRANE DOCKING,GOBP,GO:0022406,0,0,0,0,0,0,0,0,0,0,0,3.94565535,1.509545613,1.917087162
REGULATION OF RHO PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0035023,0,0,0,1.415880869,0,0,1.321412662,0,1.446366086,0,0,0,0,0
POSITIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS,GOBP,GO:1900078,0,0,0,0,0,0,0,0,1.454801524,0,2.052524649,2.077575762,0,0
ENDOMEMBRANE SYSTEM ORGANIZATION,GOBP,GO:0010256,0,0,1.39529041,1.498440245,0,0,0,0,0,0,0,1.720937835,0,0
RESPONSE TO PURINE-CONTAINING COMPOUND,GOBP,GO:0014074,0,0,2.15605499,0,0,0,3.473296521,0,0,1.74910486,0,0,0,0
MAINTENANCE OF ORGANELLE LOCATION,GOBP,GO:0051657,0,0,0,1.441249325,0,0,0,0,0,0,0,1.488297076,0,1.412590681
INTRINSIC APOPTOTIC SIGNALING PATHWAY BY P53 CLASS MEDIATOR,GOBP,GO:0072332,1.810875629,0,0,0,0,1.791086358,1.752979077,0,0,0,0,0,0,0
REGULATION OF ATPASE ACTIVITY,GOBP,GO:0043462,0,0,2.037547923,1.434905953,0,1.376550791,0,0,0,0,0,0,0,0
MULTICELLULAR ORGANISM GROWTH,GOBP,GO:0035264,1.487479616,0,0,3.817233473,0,0,0,2.123695929,0,0,0,0,0,0
ALCOHOL METABOLIC PROCESS,GOBP,GO:0006066,0,0,0,0,0,0,0,0,2.509818696,0,0,1.442422574,2.980087963,0
REGULATION OF ORGANIC ACID TRANSPORT,GOBP,GO:0032890,0,0,0,1.584354714,0,1.524899957,0,4.44803394,0,0,0,0,0,0
ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS,GOBP,GO:0015980,0,0,0,0,0,0,0,0,4.051960141,0,0,1.661732689,0,1.926547995
PROSTATE GLAND EPITHELIUM MORPHOGENESIS,GOBP,GO:0060740,0,0,2.231878998,2.531027023,0,0,0,0,1.60126271,0,0,0,0,0
ASPARTATE FAMILY AMINO ACID BIOSYNTHETIC PROCESS,GOBP,GO:0009067,0,0,0,0,0,0,0,0,0,0,0,1.787133125,1.858898043,2.397664186
NEGATIVE REGULATION OF PROTEOLYSIS,GOBP,GO:0045861,1.329068446,0,1.431120545,0,0,0,0,1.362021613,0,0,0,0,0,0
HEART VALVE DEVELOPMENT,GOBP,GO:0003170,0,0,0,1.659085445,2.825530538,0,0,0,0,0,0,2.769531499,0,0
SEMI-LUNAR VALVE DEVELOPMENT,GOBP,GO:1905314,0,0,0,0,3.351741181,0,0,0,0,0,1.47402105,3.202334786,0,0
INTEGRIN-MEDIATED SIGNALING PATHWAY,GOBP,GO:0007229,0,0,2.803399722,0,2.299248188,0,0,0,4.003486082,0,0,0,0,0
POSITIVE REGULATION OF ANION TRANSPORT,GOBP,GO:1903793,0,0,1.443886796,0,0,0,0,3.570312329,2.213169615,0,0,0,0,0
POSITIVE REGULATION OF CELL GROWTH,GOBP,GO:0030307,0,0,0,2.568486022,1.708572158,0,0,0,0,1.650979798,0,0,0,0
SECONDARY ALCOHOL METABOLIC PROCESS,GOBP,GO:1902652,0,0,0,0,0,0,0,0,1.560870186,0,0,1.725237929,1.505337069,0
SMALL MOLECULE CATABOLIC PROCESS,GOBP,GO:0044282,0,0,0,0,0,0,0,0,0,0,0,5.76899781,8.615259636,1.647244936
REGULATION OF AMINO ACID IMPORT ACROSS PLASMA MEMBRANE,GOBP,GO:0010958,0,0,0,0,0,1.33212724,0,2.723359782,1.336968449,0,0,0,0,0
REGULATION OF CYTOPLASMIC TRANSPORT,GOBP,GO:1903649,0,0,1.997310219,0,2.304258666,0,2.191596622,0,0,0,0,0,0,0
POSITIVE REGULATION OF SODIUM ION TRANSPORT,GOBP,GO:0010765,0,1.783018739,0,0,2.144374623,0,0,0,1.739415157,0,0,0,0,0
REGULATION OF NON-MOTILE CILIUM ASSEMBLY,GOBP,GO:1902855,0,0,0,0,0,1.369069922,0,0,0,0,0,1.373961739,0,1.334556158
CELLULAR IRON ION HOMEOSTASIS,GOBP,GO:0006879,0,0,0,0,0,0,0,0,0,0,1.502546466,2.842223881,3.570360391,0
MESODERM FORMATION,GOBP,GO:0001707,0,0,1.390298339,1.672302971,1.682789445,0,0,0,0,0,0,0,0,0
ROOF OF MOUTH DEVELOPMENT,GOBP,GO:0060021,0,0,0,1.397353131,1.407511349,0,0,0,0,1.367729671,0,0,0,0
MRNA TRANSPORT,GOBP,GO:0051028,0,0,2.084797571,0,0,0,0,0,0,0,0,2.110372449,0,2.470495689
POSITIVE REGULATION OF RAS PROTEIN SIGNAL TRANSDUCTION,GOBP,GO:0046579,0,0,0,0,1.571400534,0,0,0,0,0,0,1.883164488,1.552135097,0
POSITIVE REGULATION OF GLIAL CELL DIFFERENTIATION,GOBP,GO:0045687,0,1.633566197,0,0,1.991000701,0,0,0,0,0,0,1.48728297,0,0
